id_control,fecha_control,dependencia,region,controles_realizados,anomalías_detectadas,personal_asistentes,legajo,dni,apellido,nombre,fecha_nacimiento,edad,jerarquia,fecha_ingreso,antiguedad_anios,estado_funcionario,telefono,observacion_funcionario,tipo_arma,marca_arma,nro_arma,estado_arma,observacion_arma,fecha_asignacion_arma,fecha_devolucion_arma
605,2025-08-31,Departamental Nº 10 Nueva Esperanza,Nueva Esperanza,4.0,1.0,5.0,LEG0605,44987734,Fernández,Pedro,1987-10-02,38.0,Oficial Principal,2021-12-04,4.0,Activo,,Próximo a retiro,Pistola,Remington,ARM-00605,Operativa,,2025-03-26,
606,2025-08-25,Departamental Nº 15 Ojo de Agua,Ojo de Agua,5.0,0.0,5.0,LEG0606,38627223,Díaz,Lucía,1979-04-29,46.0,Agente,2011-04-06,15.0,Activo,3854-XXXXXX,En licencia médica,Pistola,Remington,ARM-00606,En mantenimiento,Desgaste en cañón,2025-06-29,
607,2025-03-11,Departamental Nº 13 Añatuya,Añatuya,7.0,1.0,3.0,LEG0607,32403632,Martínez,Laura,1976-01-01,49.0,Agente,2023-09-07,2.0,Activo,,,Pistola,Remington,ARM-00607,Operativa,Requiere revisión anual,2024-04-04,
608,2024-10-25,Departamental Nº 4 Zona Oeste (La Banda),La Banda,6.0,2.0,1.0,LEG0608,23281401,López,Sofía,2004-10-16,21.0,Sargento,2010-12-15,15.0,Activo,,,Escopeta,IWI,ARM-00608,Operativa,,2024-06-18,
609,2024-11-04,Departamental Nº 2 Zona Centro (Capital),Capital,8.0,1.0,2.0,LEG0609,32306165,Fernández,María,2003-08-23,22.0,Cabo,2015-05-05,10.0,Activo,3855-XXXXXX,,Pistola,IWI,ARM-00609,Fuera de servicio,Requiere revisión anual,2023-11-13,
610,2025-08-07,Departamental Nº 4 Zona Oeste (La Banda),La Banda,6.0,0.0,6.0,LEG0610,26358234,Romero,María,1994-12-27,30.0,Agente,2019-10-10,6.0,Inactivo,,,Pistola,Bersa,ARM-00610,Operativa,,2025-01-06,
611,2025-04-22,Departamental Nº 15 Ojo de Agua,Ojo de Agua,6.0,0.0,6.0,LEG0611,21827916,Rodríguez,María,2000-05-21,25.0,Cabo,2021-12-19,4.0,Activo,3854-XXXXXX,,Pistola,IWI,ARM-00611,Operativa,,2025-03-19,
612,2025-03-04,Departamental Nº 11 Monte Quemado,Monte Quemado,6.0,1.0,5.0,LEG0612,23714886,Romero,Luis,1988-07-13,37.0,Sargento,2017-09-17,8.0,Activo,3855-XXXXXX,En licencia médica,Escopeta,Bersa,ARM-00612,En mantenimiento,Desgaste en cañón,2025-01-20,
613,2025-01-30,Departamental Nº 10 Nueva Esperanza,Nueva Esperanza,2.0,1.0,2.0,LEG0613,43000775,Romero,Lucía,1990-02-04,35.0,Oficial Sub-Inspector,2021-06-12,4.0,Activo,3855-XXXXXX,,Pistola,Glock,ARM-00613,Operativa,,2024-10-25,
614,2024-12-20,Departamental Nº 2 Zona Centro (Capital),Capital,4.0,0.0,4.0,LEG0614,22380232,López,Juan,1993-03-24,32.0,Cabo Primero,2020-04-18,6.0,Activo,3855-XXXXXX,,Pistola,IWI,ARM-00614,En mantenimiento,Desgaste en cañón,2024-07-19,2026-06-11
615,2025-03-24,Departamental Nº 16 Los Flores (Capital),Capital,6.0,0.0,3.0,LEG0615,33144094,García,Carlos,1997-03-20,28.0,Sargento Principal,2018-03-31,8.0,Activo,3854-XXXXXX,Próximo a retiro,Pistola,Remington,ARM-00615,Fuera de servicio,Requiere revisión anual,2024-04-27,
616,2025-07-29,Departamental Nº 15 Ojo de Agua,Ojo de Agua,7.0,1.0,5.0,LEG0616,23887239,Sánchez,Carlos,1985-08-18,40.0,Oficial Ayudante,2012-11-03,13.0,Activo,3855-XXXXXX,Próximo a retiro,Pistola,Glock,ARM-00616,Operativa,Desgaste en cañón,2024-10-14,
617,2024-12-18,Departamental Nº 7 Frías,Frías,7.0,1.0,2.0,LEG0617,42652116,Rodríguez,Laura,1976-05-19,49.0,Agente,2010-09-10,15.0,Activo,3855-XXXXXX,,Escopeta,Remington,ARM-00617,Operativa,,2024-07-05,
618,2025-01-01,Departamental Nº 11 Monte Quemado,Monte Quemado,4.0,0.0,2.0,LEG0618,32916302,Martínez,Carlos,1964-12-02,60.0,Sargento,2014-01-19,12.0,Inactivo,,,Escopeta,Bersa,ARM-00618,Operativa,,2024-08-03,
619,2025-07-19,Departamental Nº 11 Monte Quemado,Monte Quemado,6.0,0.0,4.0,LEG0619,32982220,Rodríguez,Laura,1987-05-30,38.0,Agente,2010-03-07,16.0,Activo,3854-XXXXXX,Próximo a retiro,Escopeta,Remington,ARM-00619,Operativa,,2024-10-02,
620,2024-11-02,Departamental Nº 13 Añatuya,Añatuya,4.0,2.0,8.0,LEG0620,28334206,Díaz,Ana,1976-10-01,49.0,Oficial Sub-Inspector,2022-08-15,3.0,Activo,,,Escopeta,Bersa,ARM-00620,Operativa,,2023-12-30,
621,2025-10-07,Departamental Nº 16 Los Flores (Capital),Capital,5.0,1.0,5.0,LEG0621,29589334,Martínez,María,2003-01-14,22.0,Sargento,2022-03-05,4.0,Inactivo,,,Pistola,Bersa,ARM-00621,Operativa,Requiere revisión anual,2024-10-13,
622,2025-10-10,Departamental Nº 12 Quimilí,Quimilí,6.0,2.0,5.0,LEG0622,39140704,Pérez,José,1979-03-13,46.0,Oficial Inspector,2022-06-15,3.0,Activo,,En licencia médica,Pistola,Bersa,ARM-00622,Fuera de servicio,Desgaste en cañón,2025-05-11,
623,2024-12-04,Departamental Nº 2 Zona Centro (Capital),Capital,5.0,1.0,6.0,LEG0623,28335948,Sánchez,José,1965-08-12,60.0,Cabo Primero,2018-04-11,8.0,Activo,,En licencia médica,Pistola,Glock,ARM-00623,En mantenimiento,Requiere revisión anual,2023-11-01,2024-04-21
624,2025-04-10,Departamental Nº 14 Pinto,Pinto,6.0,1.0,7.0,LEG0624,40264038,García,Luis,1972-12-09,52.0,Sargento,2021-04-06,5.0,Activo,,Próximo a retiro,Escopeta,IWI,ARM-00624,Operativa,,2024-07-12,
625,2025-03-13,Departamental Nº 12 Quimilí,Quimilí,5.0,0.0,8.0,LEG0625,28397905,García,Ana,2004-07-05,21.0,Oficial Sub-Inspector,2020-04-05,6.0,Activo,3855-XXXXXX,,Pistola,Glock,ARM-00625,Operativa,,2024-03-23,
626,2025-02-21,Departamental Nº 16 Los Flores (Capital),Capital,5.0,1.0,6.0,LEG0626,32740791,Martínez,Pedro,1987-10-14,38.0,Agente,2018-02-06,8.0,Activo,3854-XXXXXX,,Escopeta,Glock,ARM-00626,Operativa,,2024-11-18,
627,2025-03-29,Departamental Nº 4 Zona Oeste (La Banda),La Banda,5.0,2.0,4.0,LEG0627,41170351,Romero,Pedro,1974-08-19,51.0,Sargento Principal,2022-11-23,3.0,Activo,3855-XXXXXX,Próximo a retiro,Pistola,Bersa,ARM-00627,Operativa,,2025-02-09,
628,2025-01-03,Departamental Nº 14 Pinto,Pinto,7.0,2.0,4.0,LEG0628,33235072,López,Carlos,1968-09-21,57.0,Cabo,2014-06-11,11.0,Activo,3854-XXXXXX,,Pistola,Bersa,ARM-00628,Operativa,,2024-09-17,
629,2025-05-22,Departamental Nº 12 Quimilí,Quimilí,4.0,1.0,7.0,LEG0629,29956517,Romero,Carlos,1988-02-14,37.0,Sargento Primero,2011-10-22,,Activo,3855-XXXXXX,Próximo a retiro,Pistola,Glock,ARM-00629,Fuera de servicio,Desgaste en cañón,2024-12-21,
630,2025-04-28,Departamental Nº 8 Fernández,Fernández,7.0,0.0,6.0,LEG0630,35248350,Martínez,Juan,2001-12-17,23.0,Cabo Primero,2017-10-16,8.0,Activo,3855-XXXXXX,En licencia médica,Pistola,Bersa,ARM-00630,Operativa,,2024-11-18,
631,2025-02-18,Departamental Nº 6 Las Termas,Las Termas,2.0,1.0,3.0,LEG0631,32605882,Sánchez,Carlos,2003-01-13,22.0,Cabo,2018-11-15,7.0,Activo,,Próximo a retiro,Pistola,Remington,ARM-00631,Operativa,,2024-04-06,
632,2025-06-24,Departamental Nº 10 Nueva Esperanza,Nueva Esperanza,5.0,2.0,8.0,LEG0632,40517295,Sánchez,Laura,1996-02-16,29.0,Oficial Sub-Inspector,2012-05-12,13.0,Activo,3854-XXXXXX,En licencia médica,Pistola,IWI,ARM-00632,Operativa,Requiere revisión anual,2024-10-20,
633,2025-03-04,Departamental Nº 4 Zona Oeste (La Banda),La Banda,8.0,1.0,9.0,LEG0633,29033756,Romero,Luis,1980-11-14,44.0,Agente,2018-05-22,7.0,Activo,,,Pistola,IWI,ARM-00633,Operativa,,2024-10-17,
634,2024-11-30,Departamental Nº 13 Añatuya,Añatuya,9.0,2.0,2.0,LEG0634,32878118,Gómez,José,1994-08-13,31.0,Cabo,2014-08-10,11.0,Activo,,Próximo a retiro,Escopeta,Bersa,ARM-00634,Operativa,,2024-07-13,
635,2025-09-08,Departamental Nº 14 Pinto,Pinto,7.0,2.0,6.0,LEG0635,40310870,García,Pedro,1982-01-13,43.0,Sargento,2011-04-08,15.0,Inactivo,,,Pistola,Bersa,ARM-00635,Operativa,,2024-10-11,
636,2025-06-11,Departamental Nº 11 Monte Quemado,Monte Quemado,5.0,0.0,4.0,LEG0636,21767588,Díaz,Sofía,1984-01-07,41.0,Oficial Principal,2011-04-25,15.0,Activo,3854-XXXXXX,En licencia médica,Pistola,Remington,ARM-00636,Operativa,,2025-02-21,
637,2025-05-20,Departamental Nº 8 Fernández,Fernández,5.0,0.0,4.0,LEG0637,28503135,Gómez,Ana,1992-03-31,33.0,Agente,2012-03-06,14.0,Activo,,En licencia médica,Escopeta,Remington,ARM-00637,Operativa,,2024-08-22,
638,2025-06-22,Departamental Nº 1 Zona Norte (Capital),Capital,5.0,1.0,5.0,LEG0638,33582513,Romero,Carlos,1993-06-20,32.0,Oficial Ayudante,2010-01-04,16.0,Inactivo,,,Escopeta,Glock,ARM-00638,Fuera de servicio,,2025-05-07,2026-03-14
639,2025-03-05,Departamental Nº 8 Fernández,Fernández,3.0,1.0,5.0,LEG0639,23453705,Díaz,Laura,1977-11-30,47.0,Comisario Inspector,2019-01-26,7.0,Activo,3855-XXXXXX,Próximo a retiro,Pistola,Glock,ARM-00639,Fuera de servicio,,2024-05-11,
640,2024-11-02,Departamental Nº 9 Loreto,Loreto,1.0,1.0,9.0,LEG0640,30151279,García,Lucía,1973-12-08,51.0,Agente,2021-02-12,5.0,Inactivo,,,Pistola,Glock,ARM-00640,Operativa,,2024-07-13,
641,2025-04-29,Departamental Nº 13 Añatuya,Añatuya,6.0,1.0,3.0,LEG0641,38554398,Pérez,Luis,1976-11-15,48.0,Sargento Principal,2016-04-20,10.0,Inactivo,,,Escopeta,IWI,ARM-00641,Operativa,,2024-06-06,
642,2024-12-13,Departamental Nº 12 Quimilí,Quimilí,4.0,1.0,5.0,LEG0642,22726217,Díaz,José,1998-05-20,27.0,Sargento Primero,2013-09-16,12.0,Activo,,Próximo a retiro,Pistola,IWI,ARM-00642,En mantenimiento,,2024-10-11,
643,2025-10-15,Departamental Nº 8 Fernández,Fernández,3.0,2.0,6.0,LEG0643,30967680,García,María,1965-06-19,60.0,Sargento,2010-07-24,15.0,Activo,,En licencia médica,Pistola,IWI,ARM-00643,Operativa,,2024-11-06,
644,2025-10-17,Departamental Nº 5 Zona Este (La Banda),La Banda,3.0,0.0,1.0,LEG0644,40524451,Gómez,Juan,1978-10-12,47.0,Agente,2012-09-02,13.0,Activo,3854-XXXXXX,Próximo a retiro,Pistola,Remington,ARM-00644,En mantenimiento,Desgaste en cañón,2025-08-02,2027-10-09
645,2025-07-27,Departamental Nº 8 Fernández,Fernández,4.0,1.0,7.0,LEG0645,29101949,Rodríguez,José,1970-08-31,55.0,Oficial Principal,2020-12-19,5.0,Activo,3854-XXXXXX,En licencia médica,Escopeta,Glock,ARM-00645,Operativa,Desgaste en cañón,2025-03-07,
646,2025-09-24,Departamental Nº 5 Zona Este (La Banda),La Banda,2.0,1.0,9.0,LEG0646,41870248,Martínez,Ana,1965-12-22,59.0,Agente,2012-03-16,14.0,Activo,,Próximo a retiro,Escopeta,Bersa,ARM-00646,Operativa,,2025-04-04,
647,2025-10-24,Departamental Nº 13 Añatuya,Añatuya,4.0,0.0,3.0,LEG0647,38272382,Sánchez,Juan,1978-09-07,47.0,Oficial Inspector,2011-06-29,14.0,Activo,,,Pistola,Bersa,ARM-00647,En mantenimiento,,2025-06-28,
648,2025-07-13,Departamental Nº 4 Zona Oeste (La Banda),La Banda,11.0,,1.0,LEG0648,28831700,Sánchez,Ana,1991-07-31,34.0,Sargento Principal,2015-02-09,11.0,Activo,3855-XXXXXX,En licencia médica,Pistola,Bersa,ARM-00648,Operativa,,2024-11-20,
649,2025-07-17,Departamental Nº 5 Zona Este (La Banda),La Banda,6.0,0.0,2.0,LEG0649,37537120,García,Luis,1982-01-13,43.0,Sargento Primero,2015-03-29,11.0,Activo,3855-XXXXXX,,Escopeta,Bersa,ARM-00649,En mantenimiento,,2025-01-20,
650,2025-06-10,Departamental Nº 7 Frías,Frías,3.0,2.0,5.0,LEG0650,44997618,García,Lucía,2000-04-25,25.0,Cabo,2014-10-13,11.0,Activo,,,Pistola,Bersa,ARM-00650,En mantenimiento,,2024-06-23,
651,2024-12-11,Departamental Nº 10 Nueva Esperanza,Nueva Esperanza,5.0,1.0,9.0,LEG0651,28230798,Fernández,María,1996-02-21,29.0,Agente,2021-01-17,5.0,Inactivo,,,Pistola,IWI,ARM-00651,Operativa,,2024-06-29,
652,2025-03-01,Departamental Nº 15 Ojo de Agua,Ojo de Agua,4.0,,3.0,LEG0652,33048305,Sánchez,Pedro,1998-05-12,27.0,Cabo Primero,2013-04-25,13.0,Activo,,Próximo a retiro,Pistola,Bersa,ARM-00652,Operativa,Desgaste en cañón,2024-09-23,
653,2025-06-10,Departamental Nº 3 Zona Sur (Capital),Capital,7.0,1.0,4.0,LEG0653,34927451,Sánchez,Juan,1987-11-16,37.0,Cabo Primero,2018-01-27,8.0,Inactivo,,,Fusil,Bersa,ARM-00653,Operativa,,2024-08-18,
654,2025-08-08,Departamental Nº 13 Añatuya,Añatuya,6.0,2.0,5.0,LEG0654,39175703,García,María,1977-06-10,48.0,Cabo,2019-07-24,6.0,Activo,3854-XXXXXX,,Pistola,Bersa,ARM-00654,Operativa,Desgaste en cañón,2025-01-02,
655,2025-01-07,Departamental Nº 5 Zona Este (La Banda),La Banda,5.0,1.0,6.0,LEG0655,36559693,Pérez,Sofía,1988-01-30,37.0,Oficial Ayudante,2016-03-03,10.0,Activo,3854-XXXXXX,Próximo a retiro,Escopeta,Remington,ARM-00655,En mantenimiento,,2024-09-06,2025-07-30
656,2025-07-16,Departamental Nº 11 Monte Quemado,Monte Quemado,5.0,2.0,3.0,LEG0656,37141974,Fernández,Lucía,1981-09-08,44.0,Oficial Sub-Inspector,2018-08-11,7.0,Inactivo,,,Escopeta,Remington,ARM-00656,Operativa,,2024-10-26,
657,2025-02-24,Departamental Nº 1 Zona Norte (Capital),Capital,3.0,1.0,8.0,LEG0657,38493342,Martínez,María,2000-09-05,25.0,Oficial Ayudante,2011-02-24,15.0,Inactivo,,,Escopeta,IWI,ARM-00657,Operativa,,2024-11-10,
658,2025-10-21,Departamental Nº 11 Monte Quemado,Monte Quemado,8.0,0.0,4.0,LEG0658,38169035,Pérez,Laura,1970-01-13,55.0,Oficial Ayudante,2013-10-10,12.0,Activo,,Próximo a retiro,Escopeta,IWI,ARM-00658,Operativa,,2024-10-06,
659,2025-06-07,Departamental Nº 2 Zona Centro (Capital),Capital,4.0,2.0,6.0,LEG0659,31364354,López,Laura,1986-07-16,39.0,Agente,2019-01-23,7.0,Activo,,,Pistola,IWI,ARM-00659,En mantenimiento,Requiere revisión anual,2025-01-06,
660,2025-04-13,Departamental Nº 2 Zona Centro (Capital),Capital,1.0,0.0,5.0,LEG0660,37562561,García,Pedro,1974-06-05,51.0,Sub-Comisario,2016-01-22,10.0,Inactivo,,,Pistola,Remington,ARM-00660,En mantenimiento,Desgaste en cañón,2025-02-03,
661,2025-02-05,Departamental Nº 12 Quimilí,Quimilí,4.0,1.0,3.0,LEG0661,32097902,Sánchez,Laura,1980-04-15,45.0,Oficial Ayudante,2010-08-31,15.0,Activo,,,Pistola,Remington,ARM-00661,En mantenimiento,Requiere revisión anual,2024-06-22,2025-05-27
662,2024-11-16,Departamental Nº 11 Monte Quemado,Monte Quemado,5.0,0.0,7.0,LEG0662,23270518,Sánchez,Lucía,2004-05-22,21.0,Sargento Primero,2021-11-18,4.0,Inactivo,,,Pistola,Remington,ARM-00662,Operativa,Requiere revisión anual,2024-10-17,
663,2025-06-06,Departamental Nº 7 Frías,Frías,3.0,1.0,1.0,LEG0663,30246208,Rodríguez,Carlos,1991-03-24,34.0,Sargento,2023-07-09,2.0,Activo,3855-XXXXXX,En licencia médica,Pistola,Bersa,ARM-00663,En mantenimiento,Requiere revisión anual,2025-03-12,2027-03-23
664,2024-12-19,Departamental Nº 10 Nueva Esperanza,Nueva Esperanza,6.0,1.0,,LEG0664,43810121,Sánchez,Laura,1969-07-15,56.0,Agente,2015-02-25,11.0,Activo,3855-XXXXXX,En licencia médica,Pistola,Remington,ARM-00664,Operativa,Requiere revisión anual,2024-04-12,
665,2024-11-12,Departamental Nº 2 Zona Centro (Capital),Capital,2.0,0.0,6.0,LEG0665,33833120,Fernández,María,1991-05-04,34.0,Sargento,2017-02-10,9.0,Inactivo,,,Escopeta,Remington,ARM-00665,Operativa,Desgaste en cañón,2024-02-29,
666,2025-06-03,Departamental Nº 15 Ojo de Agua,Ojo de Agua,3.0,2.0,3.0,LEG0666,26138708,Romero,Carlos,1999-12-30,25.0,Oficial Principal,2014-12-09,11.0,Activo,3854-XXXXXX,,Fusil,IWI,ARM-00666,En mantenimiento,,2025-03-19,
667,2025-05-18,Departamental Nº 14 Pinto,Pinto,2.0,2.0,2.0,LEG0667,39950354,Martínez,Sofía,1994-09-26,31.0,Cabo,2016-02-27,10.0,Activo,,En licencia médica,Pistola,IWI,ARM-00667,Operativa,,2025-04-08,
668,2025-09-23,Departamental Nº 16 Los Flores (Capital),Capital,5.0,1.0,4.0,LEG0668,21239613,Pérez,Ana,1993-04-07,32.0,Oficial Ayudante,2015-10-14,10.0,Activo,,En licencia médica,Escopeta,Remington,ARM-00668,Operativa,,2025-01-27,
669,2025-09-14,Departamental Nº 4 Zona Oeste (La Banda),La Banda,4.0,2.0,3.0,LEG0669,22819672,Romero,Lucía,1995-06-20,30.0,Cabo,2019-08-30,6.0,Activo,,En licencia médica,Pistola,Remington,ARM-00669,Operativa,,2025-03-03,
670,2025-04-04,Departamental Nº 7 Frías,Frías,7.0,1.0,6.0,LEG0670,39281369,Sánchez,Sofía,1967-12-21,57.0,Sargento,2012-04-27,14.0,Inactivo,,,Fusil,IWI,ARM-00670,Operativa,,2024-12-31,
671,2025-08-20,Departamental Nº 5 Zona Este (La Banda),La Banda,6.0,3.0,5.0,LEG0671,21935204,García,Pedro,2000-05-27,25.0,Sargento Ayudante,2019-12-10,6.0,Activo,3854-XXXXXX,Próximo a retiro,Pistola,Glock,ARM-00671,Fuera de servicio,Requiere revisión anual,2025-05-25,
672,2025-04-20,Departamental Nº 16 Los Flores (Capital),Capital,4.0,3.0,9.0,LEG0672,36021784,Rodríguez,Sofía,1967-12-31,57.0,Agente,2018-09-04,7.0,Activo,3854-XXXXXX,Próximo a retiro,Pistola,Bersa,ARM-00672,En mantenimiento,,2024-04-02,2025-08-07
673,2024-12-25,Departamental Nº 16 Los Flores (Capital),Capital,5.0,1.0,7.0,LEG0673,44533904,Díaz,Juan,1998-06-18,27.0,Oficial Ayudante,2022-09-01,3.0,Activo,3854-XXXXXX,Próximo a retiro,Pistola,IWI,ARM-00673,Operativa,,2024-05-16,
674,2025-07-01,Departamental Nº 5 Zona Este (La Banda),La Banda,7.0,2.0,5.0,LEG0674,20059789,Pérez,Juan,1984-02-05,41.0,Sargento Primero,2019-03-30,7.0,Activo,,,Pistola,Remington,ARM-00674,En mantenimiento,,2024-08-03,
675,2025-03-31,Departamental Nº 3 Zona Sur (Capital),Capital,5.0,1.0,2.0,LEG0675,42677655,Rodríguez,Sofía,1982-02-16,43.0,Agente,2011-09-25,14.0,Activo,,Próximo a retiro,Fusil,IWI,ARM-00675,Operativa,,2024-07-23,
676,2025-02-05,Departamental Nº 1 Zona Norte (Capital),Capital,7.0,0.0,2.0,LEG0676,26856842,Martínez,Ana,1986-12-06,38.0,Comisario Inspector,2020-11-25,5.0,Inactivo,,,Pistola,Remington,ARM-00676,Operativa,Desgaste en cañón,2024-04-12,
677,2025-07-25,Departamental Nº 11 Monte Quemado,Monte Quemado,7.0,0.0,1.0,LEG0677,43429679,Martínez,María,1974-09-04,51.0,Sub-Comisario,2023-04-26,2.0,Activo,3854-XXXXXX,,Pistola,Remington,ARM-00677,En mantenimiento,Requiere revisión anual,2025-03-20,
678,2025-06-07,Departamental Nº 13 Añatuya,Añatuya,8.0,0.0,8.0,LEG0678,33951190,Sánchez,José,1973-01-17,52.0,Sargento Primero,2014-10-09,11.0,Activo,3855-XXXXXX,En licencia médica,Pistola,Bersa,ARM-00678,Operativa,,2024-09-09,
679,2025-04-17,Departamental Nº 2 Zona Centro (Capital),Capital,9.0,1.0,8.0,LEG0679,40860371,Sánchez,Lucía,1967-12-10,57.0,Cabo,2016-05-08,9.0,Inactivo,,,Pistola,Remington,ARM-00679,Fuera de servicio,Requiere revisión anual,2024-07-28,
680,2025-09-24,Departamental Nº 2 Zona Centro (Capital),Capital,4.0,0.0,2.0,LEG0680,25454809,Romero,Lucía,1969-01-17,56.0,Sargento Principal,2013-05-23,12.0,Activo,3854-XXXXXX,,Pistola,Remington,ARM-00680,Fuera de servicio,,2025-02-08,
681,2025-04-29,Departamental Nº 14 Pinto,Pinto,4.0,0.0,7.0,LEG0681,24537671,Romero,Lucía,1997-12-30,27.0,Sargento Primero,2019-01-09,7.0,Activo,3854-XXXXXX,,Pistola,Bersa,ARM-00681,Operativa,,2025-01-25,
682,2025-04-13,Departamental Nº 6 Las Termas,Las Termas,3.0,1.0,1.0,LEG0682,37685694,Romero,Ana,1973-08-01,52.0,Agente,2017-09-21,8.0,Inactivo,,,Fusil,Glock,ARM-00682,Operativa,,2024-05-17,
683,2025-05-18,Departamental Nº 5 Zona Este (La Banda),La Banda,3.0,0.0,7.0,LEG0683,26344552,Rodríguez,Lucía,1986-11-11,38.0,Cabo Primero,2013-04-15,13.0,Activo,3855-XXXXXX,,Pistola,Remington,ARM-00683,Operativa,,2024-12-14,
684,2025-05-20,Departamental Nº 8 Fernández,Fernández,7.0,1.0,9.0,LEG0684,26837158,López,Ana,1978-02-01,47.0,Agente,2011-08-18,14.0,Inactivo,,,Escopeta,Glock,ARM-00684,En mantenimiento,,2024-06-06,
685,2025-10-08,Departamental Nº 11 Monte Quemado,Monte Quemado,9.0,1.0,9.0,LEG0685,28430870,Martínez,Laura,1995-12-04,29.0,Agente,2023-06-17,2.0,Inactivo,,,Escopeta,Bersa,ARM-00685,En mantenimiento,Desgaste en cañón,2025-06-14,2025-11-29
686,2025-06-01,Departamental Nº 8 Fernández,Fernández,7.0,0.0,8.0,LEG0686,26051867,Sánchez,Ana,1992-05-19,33.0,Agente,2022-01-13,4.0,Activo,,Próximo a retiro,Pistola,Remington,ARM-00686,Operativa,,2024-12-14,
687,2024-12-17,Departamental Nº 8 Fernández,Fernández,9.0,1.0,2.0,LEG0687,36373811,Martínez,José,2002-04-30,23.0,Oficial Ayudante,2015-02-14,11.0,Activo,,Próximo a retiro,Pistola,IWI,ARM-00687,En mantenimiento,Desgaste en cañón,2024-04-03,2025-09-27
688,2025-09-05,Departamental Nº 5 Zona Este (La Banda),La Banda,7.0,1.0,5.0,LEG0688,27381455,Gómez,Juan,1976-10-27,49.0,Cabo Primero,2012-01-18,14.0,Activo,3855-XXXXXX,Próximo a retiro,Pistola,IWI,ARM-00688,En mantenimiento,Desgaste en cañón,2025-01-10,
689,2025-03-28,Departamental Nº 13 Añatuya,Añatuya,3.0,2.0,9.0,LEG0689,44808951,Romero,Lucía,2001-10-27,24.0,Cabo Primero,2013-03-12,13.0,Activo,3855-XXXXXX,Próximo a retiro,Pistola,Remington,ARM-00689,Operativa,Desgaste en cañón,2024-10-23,
690,2024-11-20,Departamental Nº 14 Pinto,Pinto,2.0,0.0,6.0,LEG0690,38319836,García,Laura,1992-12-21,32.0,Agente,2010-03-01,16.0,Activo,3854-XXXXXX,,Pistola,Bersa,ARM-00690,Operativa,,2024-04-29,
691,2024-11-13,Departamental Nº 15 Ojo de Agua,Ojo de Agua,6.0,1.0,8.0,LEG0691,20229652,Romero,María,1968-10-31,57.0,Agente,2020-09-12,5.0,Activo,3855-XXXXXX,,Pistola,Glock,ARM-00691,Fuera de servicio,Requiere revisión anual,2024-05-11,
692,2025-05-20,Departamental Nº 2 Zona Centro (Capital),Capital,6.0,1.0,,LEG0692,36079044,Rodríguez,Lucía,1985-09-01,40.0,Cabo Primero,2014-06-05,11.0,Activo,3854-XXXXXX,,Pistola,Bersa,ARM-00692,En mantenimiento,Requiere revisión anual,2025-02-12,
693,2024-11-08,Departamental Nº 3 Zona Sur (Capital),Capital,7.0,1.0,,LEG0693,25507220,Fernández,Juan,1968-05-31,57.0,Oficial Inspector,2022-05-20,3.0,Activo,3854-XXXXXX,,Pistola,Bersa,ARM-00693,Operativa,,2023-12-31,
694,2025-02-28,Departamental Nº 14 Pinto,Pinto,8.0,2.0,1.0,LEG0694,31885152,Pérez,María,2001-11-05,23.0,Comisario Mayor,2012-03-21,14.0,Activo,3854-XXXXXX,Próximo a retiro,Pistola,Remington,ARM-00694,En mantenimiento,Desgaste en cañón,2024-07-12,
695,2025-10-12,Departamental Nº 4 Zona Oeste (La Banda),La Banda,2.0,0.0,3.0,LEG0695,20150468,Pérez,Juan,1983-05-04,42.0,Sargento Primero,2011-03-25,15.0,Inactivo,,,Escopeta,IWI,ARM-00695,En mantenimiento,,2025-04-23,
696,2025-10-02,Departamental Nº 1 Zona Norte (Capital),Capital,5.0,2.0,4.0,LEG0696,29889604,Díaz,José,1973-10-28,52.0,Oficial Principal,2017-08-26,8.0,Activo,3854-XXXXXX,En licencia médica,Pistola,Remington,ARM-00696,Operativa,,2025-01-21,
697,2025-01-23,Departamental Nº 2 Zona Centro (Capital),Capital,2.0,0.0,3.0,LEG0697,20399104,Martínez,Laura,1984-04-01,41.0,Oficial Ayudante,2014-05-21,11.0,Activo,3855-XXXXXX,Próximo a retiro,Pistola,Glock,ARM-00697,Operativa,Desgaste en cañón,2024-12-04,
698,2025-08-19,Departamental Nº 7 Frías,Frías,2.0,0.0,8.0,LEG0698,41857111,Romero,Juan,2000-07-31,25.0,Sargento Primero,2016-05-10,9.0,Activo,,En licencia médica,Pistola,Remington,ARM-00698,Operativa,,2025-01-06,
699,2025-06-09,Departamental Nº 14 Pinto,Pinto,5.0,2.0,4.0,LEG0699,20018243,Fernández,María,1974-12-02,50.0,Cabo Primero,2011-05-25,14.0,Activo,3854-XXXXXX,Próximo a retiro,Pistola,IWI,ARM-00699,Operativa,,2025-04-06,
700,2025-06-14,Departamental Nº 16 Los Flores (Capital),Capital,4.0,2.0,3.0,LEG0700,40965795,Pérez,María,1975-12-22,49.0,Cabo Primero,2011-04-16,15.0,Activo,,En licencia médica,Fusil,Glock,ARM-00700,Operativa,,2024-05-17,
701,2025-02-02,Departamental Nº 14 Pinto,Pinto,3.0,1.0,1.0,LEG0701,37130342,Martínez,Juan,1970-11-11,54.0,Cabo,2022-09-17,3.0,Activo,3854-XXXXXX,,Escopeta,Glock,ARM-00701,Operativa,,2024-05-23,
